dialogVisualsAdapterPriority	static-const	packages/plugin_kit_dialog/lib/src/runtime/plugins/plugin_kit_visuals_plugin.dart	73
disposeAndReport	function	packages/flutter_plugin_kit/lib/src/dispose_reporter.dart	27
disposeAndReport	function	packages/plugin_kit_dialog/lib/src/utils.dart	18
fieldKey	static-const	example/state_garden/lib/src/widgets/message_input.dart	13
gitMockChanges	top-const	example/code_editor/lib/mocks.dart	71
id	static-const	example/state_garden/lib/src/chat/chat_plugin.dart	11
id	static-const	example/state_garden/lib/src/chat/chat_plugin.dart	29
initialDartDocument	function	example/code_editor/lib/mocks.dart	17
initialSqlDocument	function	example/code_editor/lib/mocks.dart	10
kAccentBlue	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	30
kAgentPurple	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	39
kBackground	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	4
kBadgeBg	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	51
kBadgeBorder	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	54
kCardPadding	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	72
kCardRadius	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	69
kExperimentalOrange	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	36
kJsonPreviewBg	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	60
kJsonPreviewBorder	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	63
kJsonPreviewError	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	66
kLockedChipBg	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	57
kPanelBackground	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	7
kPanelBackgroundHover	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	12
kPanelBorder	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	15
kPanelBorderStrong	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	18
kSectionGap	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	75
kStableGreen	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	33
kStatActiveBg	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	42
kStatExperimentalBg	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	48
kStatStableBg	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	45
kTextMuted	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	27
kTextPrimary	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	21
kTextSecondary	top-const	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_tokens.dart	24
listKey	static-const	example/state_garden/lib/src/widgets/message_list.dart	14
main	function	example/code_editor/lib/main.dart	4
main	function	example/plugin_kit_dialog_demo/lib/main.dart	11
main	function	example/state_garden/lib/main.dart	9
messyDart	top-const	example/code_editor/lib/mocks.dart	187
messyDartService	top-const	example/code_editor/lib/mocks.dart	221
messySql	top-const	example/code_editor/lib/mocks.dart	180
messySqlAccounts	top-const	example/code_editor/lib/mocks.dart	216
namespace	static-const	packages/plugin_kit_dialog/lib/src/runtime/plugins/default_field_renderers_plugin.dart	39
namespaceVisualNamespace	static-const	packages/plugin_kit_dialog/lib/src/runtime/plugins/plugin_kit_visuals_plugin.dart	45
panel	static-const	example/code_editor/lib/app/contributions.dart	17
pluginColorFor	function	packages/plugin_kit_dialog/lib/src/widgets/advanced/service_registry_inspector.dart	24
pluginVisualNamespace	static-const	packages/plugin_kit_dialog/lib/src/runtime/plugins/plugin_kit_visuals_plugin.dart	41
runnerFakeOutput	top-const	example/code_editor/lib/mocks.dart	24
sampleMarkdown	top-const	example/code_editor/lib/mocks.dart	162
sendButtonKey	static-const	example/state_garden/lib/src/widgets/message_input.dart	14
serviceId	static-const	example/state_garden/lib/src/chat/chat_plugin.dart	12
serviceVisualNamespace	static-const	packages/plugin_kit_dialog/lib/src/runtime/plugins/plugin_kit_visuals_plugin.dart	51
sessionProvider	top-const	example/state_garden/lib/src/integrations/riverpod_chat.dart	17
showPluginKitDialog	function	packages/plugin_kit_dialog/lib/src/widgets/plugin_kit_dialog.dart	63
sqlOneLiner	top-const	example/code_editor/lib/mocks.dart	211
systemNamespace	static-const	example/plugin_kit_dialog_demo/lib/plugins/core_plugin.dart	26
terminalDartAnalyzeOutput	top-const	example/code_editor/lib/mocks.dart	121
terminalDartTestOutput	top-const	example/code_editor/lib/mocks.dart	130
terminalGitLogOutput	top-const	example/code_editor/lib/mocks.dart	150
terminalGitStatusOutput	top-const	example/code_editor/lib/mocks.dart	139
terminalHelpOutput	top-const	example/code_editor/lib/mocks.dart	105
terminalLsOutput	top-const	example/code_editor/lib/mocks.dart	93
terminalPwdOutput	top-const	example/code_editor/lib/mocks.dart	157
uppercaseSqlKeywords	function	example/code_editor/lib/plugins/sql_language.dart	67
visualsPlugin	function	example/plugin_kit_dialog_demo/lib/plugin_visuals.dart	28
wildcard	static-const	packages/plugin_kit/lib/src/typed_handles.dart	16
winnerScoped	static-const	packages/plugin_kit/lib/src/typed_handles.dart	28
